"location","target_end_date","output_type_id","value","reference_date","target","horizon","output_type"
"Central",2026-04-18,"0.025",49,2026-04-18,"wk inc covid hosp",0,"quantile"
"Central",2026-04-18,"0.1",49,2026-04-18,"wk inc covid hosp",0,"quantile"
"Central",2026-04-18,"0.25",49,2026-04-18,"wk inc covid hosp",0,"quantile"
"Central",2026-04-18,"0.5",49,2026-04-18,"wk inc covid hosp",0,"quantile"
"Central",2026-04-18,"0.75",49,2026-04-18,"wk inc covid hosp",0,"quantile"
"Central",2026-04-18,"0.9",49,2026-04-18,"wk inc covid hosp",0,"quantile"
"Central",2026-04-18,"0.975",49,2026-04-18,"wk inc covid hosp",0,"quantile"
"East",2026-04-18,"0.025",47,2026-04-18,"wk inc covid hosp",0,"quantile"
"East",2026-04-18,"0.1",47,2026-04-18,"wk inc covid hosp",0,"quantile"
"East",2026-04-18,"0.25",47,2026-04-18,"wk inc covid hosp",0,"quantile"
"East",2026-04-18,"0.5",47,2026-04-18,"wk inc covid hosp",0,"quantile"
"East",2026-04-18,"0.75",47,2026-04-18,"wk inc covid hosp",0,"quantile"
"East",2026-04-18,"0.9",47,2026-04-18,"wk inc covid hosp",0,"quantile"
"East",2026-04-18,"0.975",47,2026-04-18,"wk inc covid hosp",0,"quantile"
"North East",2026-04-18,"0.025",5,2026-04-18,"wk inc covid hosp",0,"quantile"
"North East",2026-04-18,"0.1",5,2026-04-18,"wk inc covid hosp",0,"quantile"
"North East",2026-04-18,"0.25",5,2026-04-18,"wk inc covid hosp",0,"quantile"
"North East",2026-04-18,"0.5",5,2026-04-18,"wk inc covid hosp",0,"quantile"
"North East",2026-04-18,"0.75",5,2026-04-18,"wk inc covid hosp",0,"quantile"
"North East",2026-04-18,"0.9",5,2026-04-18,"wk inc covid hosp",0,"quantile"
"North East",2026-04-18,"0.975",5,2026-04-18,"wk inc covid hosp",0,"quantile"
"North West",2026-04-18,"0.025",4,2026-04-18,"wk inc covid hosp",0,"quantile"
"North West",2026-04-18,"0.1",4,2026-04-18,"wk inc covid hosp",0,"quantile"
"North West",2026-04-18,"0.25",4,2026-04-18,"wk inc covid hosp",0,"quantile"
"North West",2026-04-18,"0.5",4,2026-04-18,"wk inc covid hosp",0,"quantile"
"North West",2026-04-18,"0.75",4,2026-04-18,"wk inc covid hosp",0,"quantile"
"North West",2026-04-18,"0.9",4,2026-04-18,"wk inc covid hosp",0,"quantile"
"North West",2026-04-18,"0.975",4,2026-04-18,"wk inc covid hosp",0,"quantile"
"Ontario",2026-04-18,"0.025",201,2026-04-18,"wk inc covid hosp",0,"quantile"
"Ontario",2026-04-18,"0.1",201,2026-04-18,"wk inc covid hosp",0,"quantile"
"Ontario",2026-04-18,"0.25",201,2026-04-18,"wk inc covid hosp",0,"quantile"
"Ontario",2026-04-18,"0.5",201,2026-04-18,"wk inc covid hosp",0,"quantile"
"Ontario",2026-04-18,"0.75",201,2026-04-18,"wk inc covid hosp",0,"quantile"
"Ontario",2026-04-18,"0.9",201,2026-04-18,"wk inc covid hosp",0,"quantile"
"Ontario",2026-04-18,"0.975",201,2026-04-18,"wk inc covid hosp",0,"quantile"
"Toronto",2026-04-18,"0.025",34,2026-04-18,"wk inc covid hosp",0,"quantile"
"Toronto",2026-04-18,"0.1",34,2026-04-18,"wk inc covid hosp",0,"quantile"
"Toronto",2026-04-18,"0.25",34,2026-04-18,"wk inc covid hosp",0,"quantile"
"Toronto",2026-04-18,"0.5",34,2026-04-18,"wk inc covid hosp",0,"quantile"
"Toronto",2026-04-18,"0.75",34,2026-04-18,"wk inc covid hosp",0,"quantile"
